,favorite_count,followers_count,friends_count,full_text,retweet_count,length
21,0,204,150,"@swiggy_in   here is the full chicken bucket provided by swiggy.
is it really full bucket...? https://t.co/0rDp4eMJp6",0,117
23,0,0,24,@SwiggyCares Please try again.. it was not received and not busy..,0,66
24,0,20,34,@SwiggyCares @swiggy_in moreover yesterday I show one of the item sent is expired. I m thinking 2 start business in which I will buy expired packed items and sell via swiggy. Hope I will make good money,0,202
26,0,285,626,@SwiggyCares Dont you see order details in bill attached??,0,58
27,0,285,626,"@swiggy_in not good experience on my first order
Food was cooked extra, like burnt, black coal pieces were there
Also amount charged 227 was higher than bill sent https://t.co/Wrix8D7mps",0,186
28,0,7,80,@swiggy_in @SwiggyCares  order no. #28323132519 highly disappointed as I found a hair string in the sandwich and no action was taken against it by Swiggy chat. Are these your hygiene measures? Didn’t expect this sort of behaviour ever. https://t.co/dmD2XqCCci,0,259
30,1,1197,1158,@patniks @SwiggyCares @zomatocare @swiggy_in Hats off,0,53
32,2,45,40,"Under promise, over deliver = customer delight;
whereas, 
Over promise, under deliver = customer plight

Make the right choice #gigeconomy
Think longterm #Sustainability
Stay grounded #CustomerSuccess
Do your part #csr #gratitude 

@Uber @Olacabs @Zomato @swiggy_in @amazonIN",2,275
33,0,329,219,@swiggy_in @SwiggyCares Few of your delivery executives in Kolkata are extremely rude and offensive. Had the worst experience today. Instead of learning about the direction the delivery guy started abusing and getting all personal. Is this the way you serve your customers?,0,273
34,0,161,118,"@aggshubham007 @swiggy_in @Zomato I know the same buddy, actually the food didn't taste good, so was just making sure no one else taste buds have been ruined by the same.",0,170
36,0,231,136,"@SwiggyCares Yes you apologized, promising never to repeat it and that you'd take it very seriously... Have heard it 8 times already.",0,133
39,5,60,104,"#Zomato #lifesaves #deliveryboy @SwiggyCares @zomatocare @swiggy_in  a delivery boy saves life's of 10 people and got hospitalised in Mumbai hospital fire,
Great job by these guy...
Get well soon https://t.co/bISTanUiQS",1,219
40,0,15,86,@swiggy_in Don’t order from Swiggy. Placed an order from Subway. Got a call that restaurant is closed. Not my problem when you show Subway as opened. Pathetic service.,0,167
41,3,92,160,"once it happens with @Zomato it doesn't  means  all the delivery boy are same, one of them saved 10 peoples by taking risk.and he his from @swiggy_in, if we r sharing negative we have to share positive from our end, Respect everyone job.
#Zomato #Swiggy #foodpanda #UberEATS https://t.co/xPiWBPWDMR",0,298
43,0,134,1309,"Was easy to #troll poor #zomatodelivery #hungryguy right? Let's c how many fwds/posts/blogs/articles r written on this #Swiggy #Deliveryboy now for being a good #Samartian .I bet sparsley sum.@ZomatoIN
@swiggy_in 

 #goodvsperfidious
https://t.co/NDUgknWpI5",0,257
44,1,8,14,"Well i will direct come to the point, my order id is 1463089651 and I ordered food! @Zomato  worst service by you guys! We have to bear coz of silly mistakes! @consumercourtin @swiggy_in @foodpandaIndia https://t.co/OHePhzzCNg",0,226
46,0,0,6,@SwiggyCares  placed an order 40min back and now you guys tell me you can't deliver the food and my order is cancelled #worstcustomercare . Have never faced such problem from zomato and there customer care as well. #Zomato,0,222
47,0,6,11,@SwiggyCares @KoundinyaNaga See this this rubbish app customer support never replies in DM they only says this for showoff that kindly DM us your detail we will look into it my one and only advice to all users of @SwiggyCares To bycot swiggy... @ConsumerReports @PGPortal @IndianPGPortal Help me. https://t.co/2UinpvBF1G,0,320
48,0,1,67,@swiggy_in hii,0,14
49,0,63,47,@SwiggyCares @AnantBhan take care of his medical expenses,0,57
50,0,214,558,@SwiggyCares Hope u solve this problem as soon as possible....,0,62
52,0,0,0,@SwiggyCares I need my money back,0,33
54,0,214,558,@abhishek @swiggy_in @Zomato Swiggy..  Fired these types of staff from ur company otherwise ur company fired from India 😂 @SwiggyCares,0,134
55,0,12,135,@SwiggyCares worst experience with this app full on cheater app,0,63
56,0,436,642,"Midnight Cravings for Gajar ka Halwa 😍. Checked @ZomatoIN @swiggy_in @UberEats_IND, none deliver it 😭",0,101
59,2,2268,820,"@Ahmedshabbir20 @Imibrim @BinoyJana10 @Dev_Fadnavis @swiggy_in No, the TOI story is very similar to what we experienced in our building (we lost 8 ppl)

a. No evidence from those who have been rescued
b. No evidence from any staff (hospital or firemen)

It might be true but the evidence provided so far is weak.",0,312
60,0,139,272,@swiggy_in That's a real deal ! How fast can you deliver? https://t.co/BuOjK5pa4t,0,81
61,1,4,59,@SakshiAsudani @ZomatoIN @UberEats_IND @swiggy_in @Foodpand Their entire staff is incapable for handling easy situations... But they aren't trained or have the brains to do so...,0,178
64,0,0,24,"@nandanreddy @swiggy_in @SwiggyCares Order ID 28296997904
It was supposed to delivered within 30 min and was not delivered, even not accepted by vendor, not received single call and it's marked intentionally delivered to save free item.NOT FLOWING POLICY
chat syt declined to help",0,280
65,0,35,193,@ZomatoIN even your social media sux! #zomatosux @UberEats_IND @swiggy_in @Foodpand this is super easy now...as is your deals are better than zomato and I'm sure there service will to be!! https://t.co/jOo9y0d17L,1,212
67,2,29,164,"To some people this is not a topic ... But a delivery boy eating food is more important. Shame on u those media n people rather than sharing the idiotic news.  . Appreciate this guy and 
#ShowSomeRespect #MumbaiHospital @swiggy_in https://t.co/BItOZhHkKL",0,254
69,0,0,0,"@SwiggyCares Hi I have shared a issue on your DM, can I expect quick reply.?",0,76
70,0,21,26,"@swiggy_in You made me wait 2hrs for an order. Your executives assured me everytime that it would be delivered in the next 20 mins. But you then cancel it at ~12 AM. Have been a super user since it was launched but now no more ""SUPER &amp; SWIGGY"".",0,248
71,0,35,193,@ZomatoIN @zomatocare what fucking shitty service yet again!! @swiggy_in @SwiggyCares @UberEats @UberEats_IND @foodpandaIndia this be a cake walk if zomato keeps delivering they way they do!! #zomatosux,0,202
72,0,85,542,"@SwiggyCares 😂😂😂 Good night Imran. 

- Ex-patron",0,48
73,0,0,0,"@SwiggyCares Hi, I would like to bring to the notice that I put a complaint 15th November 2018, it has been more then a month,I am trying to reach your team but unfortunately your customer service is so messed up when it comes to responding, Kindly sort out the issue. https://t.co/Yp6ipxMk6w",0,292
74,0,0,0,"@swiggy_in Hi, I would like to bring to the notice that I put a complaint 15th November 2018, it has been more then a month,I am trying to reach your team but unfortunately your customer service is so messed up when it comes to responding, Kindly sort out the issue. https://t.co/BCKjY3AqkU",0,290
75,0,15,63,"@SwiggyCares First before speaking on my issues, have a proper App for everything including Payments made, discount offered, What need to be done if the Restaurants don't have the item, how can a restaurant and swiggy charge a  Customer extra because they don't have an order and they modified",0,293
78,0,245,1316,Hey @swiggy_in  your service is shit,0,36
79,0,172,1621,"Just read the news of @swiggy_in delivery boy name Sidhu saving people from the andheri fire at the hospital , commendable 👏 we need more human beings who help each other rather than hating on each other or being selfish !",0,222
80,0,35,65,@SwiggyCares Thanks for resolving this,0,38
81,0,85,542,@SwiggyCares 😂😂😂 You must be kidding me. I chatted with 3 different people and 1 over email demanding action against the erring restaurant. All I got was a set of templates as replies. You guys are hilarious.  @MirrorNow @tanvishukla,0,233
84,0,128,1553,"@swiggy_in Hey there, I don't have words to thank that guy(Sindhu) who saved 10 lives in Mumbai Hospital incident.
I request you to kindly appreciate Sindhu's efforts for saving lives while wearing his uniform and indirectly raising your brand's name and popularity.",0,266
85,0,34,81,"@SwiggyCares @swiggy_in @harshamjty @Zomato @UberEats free lesson above on how not to treat your customers, learn and absorb",0,124
87,4,113,353,"#DeepakThakur
#BiggBoss12 
@BeingSalmanKhan 
@EndemolShineIND 
@ColorsTV 
@oppo @swiggy_in  @tiktok_us https://t.co/fW5vJ9qJVM",0,126
88,0,8,61,"@SwiggyCares I need full refund for the amount, I have paid for the food and not for making you realise gaps in your delivery system and the mistakes you keep on making on each order.
Please provide me refund for both my orders asap. @swiggy_in @WokExpressIndia @ZomatoIN",0,271
89,0,148,586,@SwiggyCares 26 mins. Still not resolved https://t.co/wnviV6YKV5,0,64
90,0,15,63,@swiggy_in Wud totally not recommended this. It looks like cheaters. Have been asked to pay extra for swiggy and some restaurants problem because they made a goof up. Lost 1 hr speaking to the Customer care which is another waste of time as they don't know anything,0,265
91,0,85,542,"@tanvishukla @MirrorNow Ordered food from @swiggy_in a few days ago. Came with a piece of steel scrubber. Complaint made to @SwiggyCares went unheeded. Their resolution, a refund and was asked to rate the restaurant down. Quite appaling.",0,237
92,0,34,81,@SwiggyCares @SwiggyCares I really feel sorry for you guys for what pathetic place you're working that makes you do all this.,0,125
93,0,147,560,"@SwiggyCares last week 15,16 Dec provided the @amazonpay 100% instant cash back offers up to rs.100 .Can i get the T&amp;c details for that.",0,140
94,0,279,268,"Just had the #worst #online #food ordering experience ever. 
After2.5hours of waiting, they cancelled my order and offered me Rs50 to make up for it
@swiggy_in @SwiggyCares 

#boycottswiggy what do you think @ZomatoIN @foodpandaIndia

#stillhungry #whereismyfood #india #SpeakUp",0,278
96,0,83,243,"@Zomato @ZomatoIN @zomatocare you guys suck big time... Support is sleeping., No reply

@swiggy_in @SwiggyCares Swifty takes the cake in terms of timeliness and tracking.

1 hour to deliver a cold starter? Really Zomato?

#delivery #Swiggy #zomatodelivery #Zomato",0,263
97,0,34,81,"@SwiggyCares Your patronage means the world, lol yeah man i saw that today.",0,75
98,0,34,81,"@SwiggyCares @SwiggyCares @swiggy_in thanks a lot for the call which never came, was never meant to in the first place, wasted half hour of sleep already waiting. Not anymore. This is what you mean by calling right away, what a joke you've made of customer @harshamjty GN",0,271
99,0,35,65,@SwiggyCares Done,0,17
102,1,123,220,"Zomato se khana mangawao yaa phir uber eats se pack to bhai swiggy ke hi tape se rahta hai😂😂
@Zomato 
@UberEats 
@UberEats_IND 
@swiggy_in",0,138
103,0,0,1,"@SwiggyCares @swiggy_in 

This what Swiggy delivers wow feeling hats off for Swiggy https://t.co/QEkcfOqP1T",0,107
105,0,148,586,@SwiggyCares 15 mins on call. Your team keeps me waiting https://t.co/iro9pEo6rJ,0,80
107,0,2,12,@swiggy_in Disappointed with swiggy.,0,36
108,0,185,327,@TajinderBagga @AmitShah @narendramodi @ManojTiwariMP @MaheishGirri @p_sahibsingh @Gupta_vijender @KapilMishra_IND @kuljeetschahal @mssirsa @SwiggyCares have u delivered his favourite one?,0,188
109,1,55,200,@swiggy_in delivery boy saves 10 people in Mumbai hospital fire. Internet showers love https://t.co/F9YVsQhDx0 via @indiatoday,0,126
110,0,726,425,@SwiggyCares Same reply I have been getting since a week highlighting many instances of traffic rules violation @swiggy_in and not sure what is best you are trying !,0,165
111,0,148,586,@SwiggyCares They do not have an answer for any of my question,0,62
112,0,148,586,@SwiggyCares I am currently typing this and over call with your customer support team. They are so clueless,0,107
116,2,2000,984,"We salute such individuals who put humanity and duty above all. Appreciation and honour for such noble deeds can serve as an inspiration to all. 
@swiggy_in https://t.co/iiZY89spgq",0,180
118,1,52551,3747,@CrowdWisdom360 @Imibrim @BinoyJana10 @Dev_Fadnavis @swiggy_in Read papers bro...:),0,83
121,0,9,30,"Pathetic food &amp; customer service Swiggy. Why should I pay for poor quality, delayed food@mover your chat guys are even pathetic @swiggy_in @SwiggyCares https://t.co/mS9qn8RHkX",0,179
122,0,11,126,@SwiggyCares @swiggy_in what is the point of keeping your shop open when you are going to keep sending incorrect food. Thrice it has happened out of which I tolerated twice but the third time had to ask for a refund. Now someone has to go hungry as we do need to get to work ...,0,278
124,0,98,206,"@SwiggyCares @swiggy_in Hi All, This has been taken care by Akhilesh Nayar, disregard this complaint",0,100
125,1,1,0,@Manekagandhibjp @virsanghvi @kunalvijayakar @swiggy_in Ordered Ghee Rice being vegetarian in group. But ended up being non vegetarian. Thanks to swiggy and fanoos https://t.co/bQzgSY9DWF,0,187
127,0,0,1,"@swiggy_in @SwiggyCares 

Please don't order from Swiggy fungus food delivered",0,78
128,0,54,239,"@SwiggyCares ordered a dry non veg starter.. packaging was poor food was very oily.. sticky n very unhygienic n was burnt 
What should be done chat support taking very long to respond https://t.co/ItcTIcSo2Q",0,207
129,0,9,81,"@SwiggyCares oh yeah sure, i think we can talk this out. or maybe you can call me right away as i am awake yet, waiting for your rider to deliver me the food that i ordered again after your previous rider was too busy charging his phone",0,236
131,0,148,586,@SwiggyCares Can I have your Chennai office people calling me rather than the Bangalore office?,0,95
132,0,0,32,@SwiggyCares Why are you not replying to your customers.swiggy is fully try to cheat. https://t.co/pgHLMDulQx,0,109
133,0,148,586,@SwiggyCares Hehe. Some kind of joke? My issue raised a month back via dm on your twitter handle hasn’t been resolved yet,0,121
134,0,98,206,@SwiggyCares @swiggy_in Here are the order details. Just to let you know just because of your stupid system i am hungry and chatting to get a resolution have not consumed the item that was sent to me. I hope you dont take an entire hour to address this. https://t.co/P2DEdLIXpF,0,277
135,0,9,81,@SwiggyCares i regret not choosing @ZomatoIN @UberEats_IND  @foodpandaIndia.,0,76
136,0,35,65,@SwiggyCares Sent you the order number,0,38
137,0,9,81,@SwiggyCares @SwiggyCares  why would i be needing my money after waiting for more than a 100 minutes ? if i would be needing the money i would have saved it instead of ordering bro,0,180
138,0,231,136,@SwiggyCares This is the 7-8th time that I have faced such an issue...,0,70
139,0,9,81,"@SwiggyCares yeah sure, in case you missed, i already told you everything you will be needing. funny thing was when i called you guys instead of listening and reordering you asked me to cancel the order so that you can initiate the refund.",0,239
140,0,726,425,@SwiggyCares 30 minutes ago @swiggy_in @SwiggyCares delivery bike broke the signal at Linking Road Mumbai to take a Right from Burger King Outlet. How do identify and train the offenders please ? It’s now a regular occurrence #foodandfurious,0,241
141,0,34,81,@SwiggyCares Did I ask that in Arabic?,0,38
142,0,148,586,@SwiggyCares How do we notify you errors made either in restaurant listing or menu listing through the app itself? There is no option,0,133
144,0,35,65,@SwiggyCares @swiggy_in the least you can do when the food delivered has gone bad is to issue a full refund! Having to hassle with your support executive for this simple ask is extremely disappointing. I used to be an advocate of swiggy's service and support -Not anymore 😖,0,273
145,0,98,206,@swiggy_in I order almost every alternate day from you and here is what i got again. I complained and the customer care executive yet again denied help. asking me to consume spilled food. https://t.co/5bsPLehiPH,0,211
146,0,231,136,"@SwiggyCares Same issue again today. Received wrong item. Raised concern and received a bland ""sorry"" in return.",0,112
147,0,447,515,Is it a coincidence that just a few days after we saw a @ZomatoIN delivery guy eating from a customer order we see a @swiggy_in delivery guy saving lives? In a world of fake news and PR we never know. Although it doesn’t take away from the selfless effort of the swiggy champ.,0,276
148,0,9,81,"@SwiggyCares  in case if you want to check the authenticity of this tweet, here is the order number 28309830239 . check this out",0,128
149,0,48,261,"@foodpandaIndia Sorry @foodpandaIndia  I pointed you, but today @swiggy_in has done the same, I m wrong, my son was waiting and now he is sleeping, shame on me that I trust u. Almost 1 hr. Can't cancel cos ur chat is not responding or working 👎👎👎👎",0,247
